id,text,date,source,clean
news_214,Pediatric obesity experts discuss potential role of Wegovy in treating adolescent obesity after promising trial results show significant weight reduction in teenagers aged 12-17.,2024-04-20,news,pediatric obesity expert discus potential role wegovy treating adolescent obesity promising trial result show significant weight reduction teenager aged
news_215,"New research suggests Ozempic may have benefits beyond weight loss, including reduced risk of kidney disease, heart failure, and certain types of cancer. Scientists call findings 'promising but preliminary'.",2024-11-09,news,new research suggests ozempic may benefit beyond weight loss including reduced risk kidney disease heart failure certain type cancer scientist call finding promising preliminary
news_216,"Economic analysis shows Ozempic could save healthcare system billions by reducing obesity-related conditions including type 2 diabetes, hypertension, and joint replacement surgeries.",2024-02-02,news,economic analysis show ozempic could save healthcare system billion reducing obesityrelated condition including type diabetes hypertension joint replacement surgery
news_217,Wegovy manufacturer faces lawsuits over alleged failure to warn about gastroparesis and other serious gastrointestinal side effects. Plaintiffs claim permanent digestive damage.,2024-11-20,news,wegovy manufacturer face lawsuit alleged failure warn gastroparesis serious gastrointestinal side effect plaintiff claim permanent digestive damage
news_218,"Social media influencers fuel Wegovy trend, posting dramatic before-and-after photos. Mental health experts express concern about unrealistic expectations and body image pressures.",2024-11-19,news,social medium influencers fuel wegovy trend posting dramatic beforeandafter photo mental health expert express concern unrealistic expectation body image pressure
news_219,Insurance companies increasingly covering Ozempic for weight loss as evidence mounts for long-term health benefits including reduced cardiovascular risk and improved metabolic markers.,2024-07-15,news,insurance company increasingly covering ozempic weight loss evidence mount longterm health benefit including reduced cardiovascular risk improved metabolic marker
news_220,Novo Nordisk reports Wegovy shortage easing as production capacity increases. The pharmaceutical company has invested $7.4 billion in new manufacturing facilities to meet unprecedented demand.,2024-02-04,news,novo nordisk report wegovy shortage easing production capacity increase pharmaceutical company invested billion new manufacturing facility meet unprecedented demand
news_221,"Counterfeit Ozempic found in multiple states, prompting FDA warning. Authorities seize thousands of fake injection pens containing potentially dangerous substances from unauthorized sellers.",2024-11-20,news,counterfeit ozempic found multiple state prompting fda warning authority seize thousand fake injection pen containing potentially dangerous substance unauthorized seller
news_222,New competitor drugs challenge Wegovy dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-06-09,news,new competitor drug challenge wegovy dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial
news_223,Ozempic covered by Medicare for first time under new policy. Advocates say this represents a critical step in recognizing obesity as a chronic disease requiring medical treatment.,2024-09-25,news,ozempic covered medicare first time new policy advocate say represents critical step recognizing obesity chronic disease requiring medical treatment
news_224,Insurance companies increasingly covering Wegovy for weight loss as evidence mounts for long-term health benefits including reduced cardiovascular risk and improved metabolic markers.,2024-03-14,news,insurance company increasingly covering wegovy weight loss evidence mount longterm health benefit including reduced cardiovascular risk improved metabolic marker
news_225,Ozempic manufacturer faces lawsuits over alleged failure to warn about gastroparesis and other serious gastrointestinal side effects. Plaintiffs claim permanent digestive damage.,2024-10-11,news,ozempic manufacturer face lawsuit alleged failure warn gastroparesis serious gastrointestinal side effect plaintiff claim permanent digestive damage
news_226,The rise of GLP-1 drugs like Wegovy is reshaping the food industry. Major food companies report declining snack sales as millions of Americans reduce caloric intake on these medications.,2024-05-25,news,rise glp drug like wegovy reshaping food industry major food company report declining snack sale million american reduce caloric intake medication
news_227,The rise of GLP-1 drugs like Ozempic is reshaping the food industry. Major food companies report declining snack sales as millions of Americans reduce caloric intake on these medications.,2024-07-07,news,rise glp drug like ozempic reshaping food industry major food company report declining snack sale million american reduce caloric intake medication
news_228,"Social media influencers fuel Wegovy trend, posting dramatic before-and-after photos. Mental health experts express concern about unrealistic expectations and body image pressures.",2024-11-09,news,social medium influencers fuel wegovy trend posting dramatic beforeandafter photo mental health expert express concern unrealistic expectation body image pressure
news_229,The rise of GLP-1 drugs like Wegovy is reshaping the food industry. Major food companies report declining snack sales as millions of Americans reduce caloric intake on these medications.,2024-09-11,news,rise glp drug like wegovy reshaping food industry major food company report declining snack sale million american reduce caloric intake medication
news_230,"Wall Street analysts project Ozempic sales to reach $26 billion by 2025, making it one of the best-selling drugs in pharmaceutical history. Novo Nordisk stock hits all-time high.",2024-07-01,news,wall street analyst project ozempic sale reach billion making one bestselling drug pharmaceutical history novo nordisk stock hit alltime high
news_231,The rise of GLP-1 drugs like Wegovy is reshaping the food industry. Major food companies report declining snack sales as millions of Americans reduce caloric intake on these medications.,2024-11-24,news,rise glp drug like wegovy reshaping food industry major food company report declining snack sale million american reduce caloric intake medication
news_232,"Social media influencers fuel Ozempic trend, posting dramatic before-and-after photos. Mental health experts express concern about unrealistic expectations and body image pressures.",2024-04-26,news,social medium influencers fuel ozempic trend posting dramatic beforeandafter photo mental health expert express concern unrealistic expectation body image pressure
news_233,The FDA has expanded the approved use of Ozempic for chronic weight management in adults with obesity. Health officials say the drug represents a major advancement in obesity treatment options.,2024-04-29,news,fda expanded approved use ozempic chronic weight management adult obesity health official say drug represents major advancement obesity treatment option
news_234,The rise of GLP-1 drugs like Wegovy is reshaping the food industry. Major food companies report declining snack sales as millions of Americans reduce caloric intake on these medications.,2024-09-09,news,rise glp drug like wegovy reshaping food industry major food company report declining snack sale million american reduce caloric intake medication
news_235,The FDA has expanded the approved use of Ozempic for chronic weight management in adults with obesity. Health officials say the drug represents a major advancement in obesity treatment options.,2024-01-04,news,fda expanded approved use ozempic chronic weight management adult obesity health official say drug represents major advancement obesity treatment option
news_236,"Economic analysis shows Wegovy could save healthcare system billions by reducing obesity-related conditions including type 2 diabetes, hypertension, and joint replacement surgeries.",2024-11-17,news,economic analysis show wegovy could save healthcare system billion reducing obesityrelated condition including type diabetes hypertension joint replacement surgery
news_237,"Counterfeit Wegovy found in multiple states, prompting FDA warning. Authorities seize thousands of fake injection pens containing potentially dangerous substances from unauthorized sellers.",2024-11-07,news,counterfeit wegovy found multiple state prompting fda warning authority seize thousand fake injection pen containing potentially dangerous substance unauthorized seller
news_238,The rise of GLP-1 drugs like Ozempic is reshaping the food industry. Major food companies report declining snack sales as millions of Americans reduce caloric intake on these medications.,2024-01-15,news,rise glp drug like ozempic reshaping food industry major food company report declining snack sale million american reduce caloric intake medication
news_239,Wegovy covered by Medicare for first time under new policy. Advocates say this represents a critical step in recognizing obesity as a chronic disease requiring medical treatment.,2024-04-12,news,wegovy covered medicare first time new policy advocate say represents critical step recognizing obesity chronic disease requiring medical treatment
news_240,Wegovy covered by Medicare for first time under new policy. Advocates say this represents a critical step in recognizing obesity as a chronic disease requiring medical treatment.,2024-10-17,news,wegovy covered medicare first time new policy advocate say represents critical step recognizing obesity chronic disease requiring medical treatment
news_241,"Economic analysis shows Ozempic could save healthcare system billions by reducing obesity-related conditions including type 2 diabetes, hypertension, and joint replacement surgeries.",2024-04-15,news,economic analysis show ozempic could save healthcare system billion reducing obesityrelated condition including type diabetes hypertension joint replacement surgery
news_242,"Telehealth platforms make it easier than ever to get Wegovy prescriptions, but critics warn about inadequate medical oversight and the risks of prescribing weight loss drugs without thorough evaluation.",2024-12-07,news,telehealth platform make easier ever get wegovy prescription critic warn inadequate medical oversight risk prescribing weight loss drug without thorough evaluation
news_243,New competitor drugs challenge Ozempic dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-05-20,news,new competitor drug challenge ozempic dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial
news_244,"Telehealth platforms make it easier than ever to get Wegovy prescriptions, but critics warn about inadequate medical oversight and the risks of prescribing weight loss drugs without thorough evaluation.",2024-11-26,news,telehealth platform make easier ever get wegovy prescription critic warn inadequate medical oversight risk prescribing weight loss drug without thorough evaluation
news_245,Novo Nordisk reports Wegovy shortage easing as production capacity increases. The pharmaceutical company has invested $6.6 billion in new manufacturing facilities to meet unprecedented demand.,2024-06-03,news,novo nordisk report wegovy shortage easing production capacity increase pharmaceutical company invested billion new manufacturing facility meet unprecedented demand
news_246,Wegovy covered by Medicare for first time under new policy. Advocates say this represents a critical step in recognizing obesity as a chronic disease requiring medical treatment.,2024-02-14,news,wegovy covered medicare first time new policy advocate say represents critical step recognizing obesity chronic disease requiring medical treatment
news_247,"Compounding pharmacies offer cheaper semaglutide alternatives to brand-name Wegovy, sparking debate about safety, efficacy, and FDA regulation of compounded medications.",2024-02-02,news,compounding pharmacy offer cheaper semaglutide alternative brandname wegovy sparking debate safety efficacy fda regulation compounded medication
news_248,Novo Nordisk reports Ozempic shortage easing as production capacity increases. The pharmaceutical company has invested $2.2 billion in new manufacturing facilities to meet unprecedented demand.,2024-08-26,news,novo nordisk report ozempic shortage easing production capacity increase pharmaceutical company invested billion new manufacturing facility meet unprecedented demand
news_249,"Compounding pharmacies offer cheaper semaglutide alternatives to brand-name Ozempic, sparking debate about safety, efficacy, and FDA regulation of compounded medications.",2024-04-13,news,compounding pharmacy offer cheaper semaglutide alternative brandname ozempic sparking debate safety efficacy fda regulation compounded medication
news_250,"Counterfeit Ozempic found in multiple states, prompting FDA warning. Authorities seize thousands of fake injection pens containing potentially dangerous substances from unauthorized sellers.",2024-11-28,news,counterfeit ozempic found multiple state prompting fda warning authority seize thousand fake injection pen containing potentially dangerous substance unauthorized seller
news_251,"Social media influencers fuel Wegovy trend, posting dramatic before-and-after photos. Mental health experts express concern about unrealistic expectations and body image pressures.",2024-05-26,news,social medium influencers fuel wegovy trend posting dramatic beforeandafter photo mental health expert express concern unrealistic expectation body image pressure
news_252,"Telehealth platforms make it easier than ever to get Wegovy prescriptions, but critics warn about inadequate medical oversight and the risks of prescribing weight loss drugs without thorough evaluation.",2024-10-09,news,telehealth platform make easier ever get wegovy prescription critic warn inadequate medical oversight risk prescribing weight loss drug without thorough evaluation
news_253,Doctors debate whether patients should stay on Wegovy indefinitely. Weight regain after discontinuation raises questions about the long-term treatment paradigm for obesity management.,2024-05-29,news,doctor debate whether patient stay wegovy indefinitely weight regain discontinuation raise question longterm treatment paradigm obesity management
news_254,Doctors debate whether patients should stay on Wegovy indefinitely. Weight regain after discontinuation raises questions about the long-term treatment paradigm for obesity management.,2024-06-19,news,doctor debate whether patient stay wegovy indefinitely weight regain discontinuation raise question longterm treatment paradigm obesity management
news_255,"Telehealth platforms make it easier than ever to get Wegovy prescriptions, but critics warn about inadequate medical oversight and the risks of prescribing weight loss drugs without thorough evaluation.",2024-11-02,news,telehealth platform make easier ever get wegovy prescription critic warn inadequate medical oversight risk prescribing weight loss drug without thorough evaluation
news_256,"Compounding pharmacies offer cheaper semaglutide alternatives to brand-name Ozempic, sparking debate about safety, efficacy, and FDA regulation of compounded medications.",2024-02-27,news,compounding pharmacy offer cheaper semaglutide alternative brandname ozempic sparking debate safety efficacy fda regulation compounded medication
news_257,"Economic analysis shows Ozempic could save healthcare system billions by reducing obesity-related conditions including type 2 diabetes, hypertension, and joint replacement surgeries.",2024-04-26,news,economic analysis show ozempic could save healthcare system billion reducing obesityrelated condition including type diabetes hypertension joint replacement surgery
news_258,Concerns raised about long-term safety of GLP-1 receptor agonists like Wegovy. A panel of endocrinologists calls for more comprehensive post-market surveillance studies.,2024-04-22,news,concern raised longterm safety glp receptor agonist like wegovy panel endocrinologist call comprehensive postmarket surveillance study
news_259,Concerns raised about long-term safety of GLP-1 receptor agonists like Wegovy. A panel of endocrinologists calls for more comprehensive post-market surveillance studies.,2024-01-01,news,concern raised longterm safety glp receptor agonist like wegovy panel endocrinologist call comprehensive postmarket surveillance study
news_260,Pediatric obesity experts discuss potential role of Ozempic in treating adolescent obesity after promising trial results show significant weight reduction in teenagers aged 12-17.,2024-06-04,news,pediatric obesity expert discus potential role ozempic treating adolescent obesity promising trial result show significant weight reduction teenager aged
news_261,Ozempic covered by Medicare for first time under new policy. Advocates say this represents a critical step in recognizing obesity as a chronic disease requiring medical treatment.,2024-12-14,news,ozempic covered medicare first time new policy advocate say represents critical step recognizing obesity chronic disease requiring medical treatment
news_262,"Telehealth platforms make it easier than ever to get Wegovy prescriptions, but critics warn about inadequate medical oversight and the risks of prescribing weight loss drugs without thorough evaluation.",2024-12-23,news,telehealth platform make easier ever get wegovy prescription critic warn inadequate medical oversight risk prescribing weight loss drug without thorough evaluation
news_263,Global demand for Wegovy outstrips supply as countries beyond the US see rising obesity rates. WHO calls for equitable access to effective obesity treatments worldwide.,2024-11-21,news,global demand wegovy outstrips supply country beyond see rising obesity rate call equitable access effective obesity treatment worldwide
news_264,Pediatric obesity experts discuss potential role of Ozempic in treating adolescent obesity after promising trial results show significant weight reduction in teenagers aged 12-17.,2024-12-24,news,pediatric obesity expert discus potential role ozempic treating adolescent obesity promising trial result show significant weight reduction teenager aged
news_265,Ozempic manufacturer faces lawsuits over alleged failure to warn about gastroparesis and other serious gastrointestinal side effects. Plaintiffs claim permanent digestive damage.,2024-01-20,news,ozempic manufacturer face lawsuit alleged failure warn gastroparesis serious gastrointestinal side effect plaintiff claim permanent digestive damage
news_266,"Counterfeit Wegovy found in multiple states, prompting FDA warning. Authorities seize thousands of fake injection pens containing potentially dangerous substances from unauthorized sellers.",2024-08-20,news,counterfeit wegovy found multiple state prompting fda warning authority seize thousand fake injection pen containing potentially dangerous substance unauthorized seller
news_267,New competitor drugs challenge Ozempic dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-04-20,news,new competitor drug challenge ozempic dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial
news_268,New study finds Ozempic leads to average 18.8% body weight reduction in clinical trial involving 731 participants. Researchers at Stanford Medicine report significant improvements in cardiovascular outcomes alongside weight loss.,2024-08-25,news,new study find ozempic lead average body weight reduction clinical trial involving participant researcher stanford medicine report significant improvement cardiovascular outcome alongside weight loss
news_269,"Social media influencers fuel Wegovy trend, posting dramatic before-and-after photos. Mental health experts express concern about unrealistic expectations and body image pressures.",2024-03-30,news,social medium influencers fuel wegovy trend posting dramatic beforeandafter photo mental health expert express concern unrealistic expectation body image pressure
news_270,"Celebrity endorsements drive surge in Wegovy prescriptions for weight loss, raising ethical concerns among healthcare professionals about off-label use and medication shortages for diabetic patients.",2024-02-09,news,celebrity endorsement drive surge wegovy prescription weight loss raising ethical concern among healthcare professional offlabel use medication shortage diabetic patient
news_271,Insurance companies increasingly covering Wegovy for weight loss as evidence mounts for long-term health benefits including reduced cardiovascular risk and improved metabolic markers.,2024-04-24,news,insurance company increasingly covering wegovy weight loss evidence mount longterm health benefit including reduced cardiovascular risk improved metabolic marker
news_272,Insurance companies increasingly covering Wegovy for weight loss as evidence mounts for long-term health benefits including reduced cardiovascular risk and improved metabolic markers.,2024-11-05,news,insurance company increasingly covering wegovy weight loss evidence mount longterm health benefit including reduced cardiovascular risk improved metabolic marker
news_273,Pediatric obesity experts discuss potential role of Wegovy in treating adolescent obesity after promising trial results show significant weight reduction in teenagers aged 12-17.,2024-11-21,news,pediatric obesity expert discus potential role wegovy treating adolescent obesity promising trial result show significant weight reduction teenager aged
news_274,Pediatric obesity experts discuss potential role of Wegovy in treating adolescent obesity after promising trial results show significant weight reduction in teenagers aged 12-17.,2024-02-03,news,pediatric obesity expert discus potential role wegovy treating adolescent obesity promising trial result show significant weight reduction teenager aged
news_275,Pediatric obesity experts discuss potential role of Wegovy in treating adolescent obesity after promising trial results show significant weight reduction in teenagers aged 12-17.,2024-02-14,news,pediatric obesity expert discus potential role wegovy treating adolescent obesity promising trial result show significant weight reduction teenager aged
news_276,"Telehealth platforms make it easier than ever to get Ozempic prescriptions, but critics warn about inadequate medical oversight and the risks of prescribing weight loss drugs without thorough evaluation.",2024-02-04,news,telehealth platform make easier ever get ozempic prescription critic warn inadequate medical oversight risk prescribing weight loss drug without thorough evaluation
news_277,Concerns raised about long-term safety of GLP-1 receptor agonists like Wegovy. A panel of endocrinologists calls for more comprehensive post-market surveillance studies.,2024-12-25,news,concern raised longterm safety glp receptor agonist like wegovy panel endocrinologist call comprehensive postmarket surveillance study
news_278,The FDA has expanded the approved use of Wegovy for chronic weight management in adults with obesity. Health officials say the drug represents a major advancement in obesity treatment options.,2024-10-26,news,fda expanded approved use wegovy chronic weight management adult obesity health official say drug represents major advancement obesity treatment option
news_279,"Wall Street analysts project Wegovy sales to reach $21 billion by 2025, making it one of the best-selling drugs in pharmaceutical history. Novo Nordisk stock hits all-time high.",2024-12-05,news,wall street analyst project wegovy sale reach billion making one bestselling drug pharmaceutical history novo nordisk stock hit alltime high
news_280,Wegovy covered by Medicare for first time under new policy. Advocates say this represents a critical step in recognizing obesity as a chronic disease requiring medical treatment.,2024-03-15,news,wegovy covered medicare first time new policy advocate say represents critical step recognizing obesity chronic disease requiring medical treatment
news_281,Novo Nordisk reports Ozempic shortage easing as production capacity increases. The pharmaceutical company has invested $3.0 billion in new manufacturing facilities to meet unprecedented demand.,2024-11-16,news,novo nordisk report ozempic shortage easing production capacity increase pharmaceutical company invested billion new manufacturing facility meet unprecedented demand
news_282,Wegovy manufacturer faces lawsuits over alleged failure to warn about gastroparesis and other serious gastrointestinal side effects. Plaintiffs claim permanent digestive damage.,2024-01-15,news,wegovy manufacturer face lawsuit alleged failure warn gastroparesis serious gastrointestinal side effect plaintiff claim permanent digestive damage
news_283,"Telehealth platforms make it easier than ever to get Wegovy prescriptions, but critics warn about inadequate medical oversight and the risks of prescribing weight loss drugs without thorough evaluation.",2024-11-26,news,telehealth platform make easier ever get wegovy prescription critic warn inadequate medical oversight risk prescribing weight loss drug without thorough evaluation
news_284,New competitor drugs challenge Ozempic dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-08-01,news,new competitor drug challenge ozempic dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial
news_285,"Wall Street analysts project Ozempic sales to reach $23 billion by 2025, making it one of the best-selling drugs in pharmaceutical history. Novo Nordisk stock hits all-time high.",2024-08-25,news,wall street analyst project ozempic sale reach billion making one bestselling drug pharmaceutical history novo nordisk stock hit alltime high
news_286,"Social media influencers fuel Wegovy trend, posting dramatic before-and-after photos. Mental health experts express concern about unrealistic expectations and body image pressures.",2024-12-18,news,social medium influencers fuel wegovy trend posting dramatic beforeandafter photo mental health expert express concern unrealistic expectation body image pressure
news_287,Pediatric obesity experts discuss potential role of Ozempic in treating adolescent obesity after promising trial results show significant weight reduction in teenagers aged 12-17.,2024-05-08,news,pediatric obesity expert discus potential role ozempic treating adolescent obesity promising trial result show significant weight reduction teenager aged
news_288,"New research suggests Wegovy may have benefits beyond weight loss, including reduced risk of kidney disease, heart failure, and certain types of cancer. Scientists call findings 'promising but preliminary'.",2024-05-02,news,new research suggests wegovy may benefit beyond weight loss including reduced risk kidney disease heart failure certain type cancer scientist call finding promising preliminary
news_289,"New research suggests Wegovy may have benefits beyond weight loss, including reduced risk of kidney disease, heart failure, and certain types of cancer. Scientists call findings 'promising but preliminary'.",2024-05-15,news,new research suggests wegovy may benefit beyond weight loss including reduced risk kidney disease heart failure certain type cancer scientist call finding promising preliminary
news_290,New competitor drugs challenge Ozempic dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-12-30,news,new competitor drug challenge ozempic dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial
news_291,Wegovy covered by Medicare for first time under new policy. Advocates say this represents a critical step in recognizing obesity as a chronic disease requiring medical treatment.,2024-11-22,news,wegovy covered medicare first time new policy advocate say represents critical step recognizing obesity chronic disease requiring medical treatment
news_292,"Celebrity endorsements drive surge in Wegovy prescriptions for weight loss, raising ethical concerns among healthcare professionals about off-label use and medication shortages for diabetic patients.",2024-05-18,news,celebrity endorsement drive surge wegovy prescription weight loss raising ethical concern among healthcare professional offlabel use medication shortage diabetic patient
news_293,"Social media influencers fuel Wegovy trend, posting dramatic before-and-after photos. Mental health experts express concern about unrealistic expectations and body image pressures.",2024-07-11,news,social medium influencers fuel wegovy trend posting dramatic beforeandafter photo mental health expert express concern unrealistic expectation body image pressure
news_294,New study finds Wegovy leads to average 12.7% body weight reduction in clinical trial involving 2587 participants. Researchers at Cleveland Clinic report significant improvements in cardiovascular outcomes alongside weight loss.,2024-09-18,news,new study find wegovy lead average body weight reduction clinical trial involving participant researcher cleveland clinic report significant improvement cardiovascular outcome alongside weight loss
news_295,"Counterfeit Ozempic found in multiple states, prompting FDA warning. Authorities seize thousands of fake injection pens containing potentially dangerous substances from unauthorized sellers.",2024-08-11,news,counterfeit ozempic found multiple state prompting fda warning authority seize thousand fake injection pen containing potentially dangerous substance unauthorized seller
news_296,"Wall Street analysts project Ozempic sales to reach $17 billion by 2025, making it one of the best-selling drugs in pharmaceutical history. Novo Nordisk stock hits all-time high.",2024-05-22,news,wall street analyst project ozempic sale reach billion making one bestselling drug pharmaceutical history novo nordisk stock hit alltime high
news_297,"Wall Street analysts project Wegovy sales to reach $16 billion by 2025, making it one of the best-selling drugs in pharmaceutical history. Novo Nordisk stock hits all-time high.",2024-01-06,news,wall street analyst project wegovy sale reach billion making one bestselling drug pharmaceutical history novo nordisk stock hit alltime high
news_298,"New research suggests Wegovy may have benefits beyond weight loss, including reduced risk of kidney disease, heart failure, and certain types of cancer. Scientists call findings 'promising but preliminary'.",2024-10-09,news,new research suggests wegovy may benefit beyond weight loss including reduced risk kidney disease heart failure certain type cancer scientist call finding promising preliminary
news_299,New study finds Ozempic leads to average 17.5% body weight reduction in clinical trial involving 3094 participants. Researchers at Mayo Clinic report significant improvements in cardiovascular outcomes alongside weight loss.,2024-04-14,news,new study find ozempic lead average body weight reduction clinical trial involving participant researcher mayo clinic report significant improvement cardiovascular outcome alongside weight loss
news_300,"Celebrity endorsements drive surge in Ozempic prescriptions for weight loss, raising ethical concerns among healthcare professionals about off-label use and medication shortages for diabetic patients.",2024-07-27,news,celebrity endorsement drive surge ozempic prescription weight loss raising ethical concern among healthcare professional offlabel use medication shortage diabetic patient
news_301,New competitor drugs challenge Wegovy dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-05-02,news,new competitor drug challenge wegovy dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial
news_302,"Compounding pharmacies offer cheaper semaglutide alternatives to brand-name Wegovy, sparking debate about safety, efficacy, and FDA regulation of compounded medications.",2024-02-11,news,compounding pharmacy offer cheaper semaglutide alternative brandname wegovy sparking debate safety efficacy fda regulation compounded medication
news_303,"Wall Street analysts project Wegovy sales to reach $15 billion by 2025, making it one of the best-selling drugs in pharmaceutical history. Novo Nordisk stock hits all-time high.",2024-10-04,news,wall street analyst project wegovy sale reach billion making one bestselling drug pharmaceutical history novo nordisk stock hit alltime high
news_304,Pediatric obesity experts discuss potential role of Ozempic in treating adolescent obesity after promising trial results show significant weight reduction in teenagers aged 12-17.,2024-09-16,news,pediatric obesity expert discus potential role ozempic treating adolescent obesity promising trial result show significant weight reduction teenager aged
news_305,New competitor drugs challenge Wegovy dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-03-27,news,new competitor drug challenge wegovy dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial
news_306,Ozempic covered by Medicare for first time under new policy. Advocates say this represents a critical step in recognizing obesity as a chronic disease requiring medical treatment.,2024-04-28,news,ozempic covered medicare first time new policy advocate say represents critical step recognizing obesity chronic disease requiring medical treatment
news_307,New study finds Wegovy leads to average 18.9% body weight reduction in clinical trial involving 2499 participants. Researchers at Harvard Medical School report significant improvements in cardiovascular outcomes alongside weight loss.,2024-07-18,news,new study find wegovy lead average body weight reduction clinical trial involving participant researcher harvard medical school report significant improvement cardiovascular outcome alongside weight loss
news_308,Global demand for Wegovy outstrips supply as countries beyond the US see rising obesity rates. WHO calls for equitable access to effective obesity treatments worldwide.,2024-08-11,news,global demand wegovy outstrips supply country beyond see rising obesity rate call equitable access effective obesity treatment worldwide
news_309,"Counterfeit Ozempic found in multiple states, prompting FDA warning. Authorities seize thousands of fake injection pens containing potentially dangerous substances from unauthorized sellers.",2024-10-26,news,counterfeit ozempic found multiple state prompting fda warning authority seize thousand fake injection pen containing potentially dangerous substance unauthorized seller
news_310,The FDA has expanded the approved use of Ozempic for chronic weight management in adults with obesity. Health officials say the drug represents a major advancement in obesity treatment options.,2024-12-28,news,fda expanded approved use ozempic chronic weight management adult obesity health official say drug represents major advancement obesity treatment option
news_311,New competitor drugs challenge Ozempic dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-08-19,news,new competitor drug challenge ozempic dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial
news_312,Ozempic manufacturer faces lawsuits over alleged failure to warn about gastroparesis and other serious gastrointestinal side effects. Plaintiffs claim permanent digestive damage.,2024-09-23,news,ozempic manufacturer face lawsuit alleged failure warn gastroparesis serious gastrointestinal side effect plaintiff claim permanent digestive damage
news_313,New competitor drugs challenge Ozempic dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-03-26,news,new competitor drug challenge ozempic dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial
news_314,New competitor drugs challenge Ozempic dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-09-30,news,new competitor drug challenge ozempic dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial
news_315,"Celebrity endorsements drive surge in Wegovy prescriptions for weight loss, raising ethical concerns among healthcare professionals about off-label use and medication shortages for diabetic patients.",2024-03-28,news,celebrity endorsement drive surge wegovy prescription weight loss raising ethical concern among healthcare professional offlabel use medication shortage diabetic patient
news_316,"Economic analysis shows Ozempic could save healthcare system billions by reducing obesity-related conditions including type 2 diabetes, hypertension, and joint replacement surgeries.",2024-08-28,news,economic analysis show ozempic could save healthcare system billion reducing obesityrelated condition including type diabetes hypertension joint replacement surgery
news_317,New competitor drugs challenge Ozempic dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-12-29,news,new competitor drug challenge ozempic dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial
news_318,New competitor drugs challenge Ozempic dominance in the GLP-1 market. Eli Lilly's tirzepatide shows comparable or superior weight loss results in head-to-head clinical trials.,2024-08-23,news,new competitor drug challenge ozempic dominance glp market eli lillys tirzepatide show comparable superior weight loss result headtohead clinical trial
news_319,"Social media influencers fuel Wegovy trend, posting dramatic before-and-after photos. Mental health experts express concern about unrealistic expectations and body image pressures.",2024-11-06,news,social medium influencers fuel wegovy trend posting dramatic beforeandafter photo mental health expert express concern unrealistic expectation body image pressure
news_320,"Economic analysis shows Wegovy could save healthcare system billions by reducing obesity-related conditions including type 2 diabetes, hypertension, and joint replacement surgeries.",2024-01-19,news,economic analysis show wegovy could save healthcare system billion reducing obesityrelated condition including type diabetes hypertension joint replacement surgery
news_321,"New research suggests Wegovy may have benefits beyond weight loss, including reduced risk of kidney disease, heart failure, and certain types of cancer. Scientists call findings 'promising but preliminary'.",2024-01-13,news,new research suggests wegovy may benefit beyond weight loss including reduced risk kidney disease heart failure certain type cancer scientist call finding promising preliminary
news_322,New study finds Ozempic leads to average 14.2% body weight reduction in clinical trial involving 1705 participants. Researchers at Cleveland Clinic report significant improvements in cardiovascular outcomes alongside weight loss.,2024-11-28,news,new study find ozempic lead average body weight reduction clinical trial involving participant researcher cleveland clinic report significant improvement cardiovascular outcome alongside weight loss
news_323,Insurance companies increasingly covering Wegovy for weight loss as evidence mounts for long-term health benefits including reduced cardiovascular risk and improved metabolic markers.,2024-08-26,news,insurance company increasingly covering wegovy weight loss evidence mount longterm health benefit including reduced cardiovascular risk improved metabolic marker
